Adoszam,Cegnev,ir.szam,Szekhely,TEÁOR,Tevekenyseg,e-mail,net_arbevetele,eredmeny,Tulajdonos,Helyseg,Jogallas,Varmegye,Terulet_hektar,Nepesseg,Lakasok_szama,bolgár  ,görög  ,horvát  ,lengyel  ,német  ,örmény  ,roma,román  ,ruszin  ,szerb  ,szlovák  ,szlovén  ,ukrán  
10478701-2-42,HUNGEXPO Zrt.,1101,Budapest,8230'25,"Konferencia, kereskedelmi bemutató szervezése",ganczer.gabor@hungexpo.hu,10814850,2363390,"GL events Venues Société par actions simplifiée (Société á associé unique),GL events Venues,Budapest Főváros Önkormányzata",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10624225-2-44,Philip Morris Magyarország Kft.,1085,Budapest,4635'25,Dohányáru nagykereskedelme,media.hungary@pmi.com,380017615,2362783,Philip Morris Switzerland Sárl,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
26212562-2-41,Emeren Hungary Kft.,1052,Budapest,7020'25,"Üzletviteli, egyéb üzletvezetési tanácsadás",office.hungary@emeren.com,14681963,2356003,Emeren New Energy s.a.r.l,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12401329-2-42,CIVIL Rendszertechnika Kft.,1145,Budapest,8009'25,M.n.s. biztonsági tevékenység,biztonsag@civil.hu,19146821,2345561,CIVIL Biztonsági Szolgálat Zártkörűen Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10635892-4-41,BÁV Zrt.,1027,Budapest,6619'25,Egyéb pénzügyi kiegészítő tevékenység,,19699140,2341677,"Lexholding Zrt.,Egyéb részvényes (BÁV Zrt.)",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
32097203-2-43,CEE Catering HoldCo Kft.,1117,Budapest,6421'25,Vagyonkezelés (holding),ceecateringholdco@gmail.com,1511951,2330536,"SEAGULL Holding Korlátolt Felelősségű Társaság,Hylot Holding Korlátolt Felelősségű Társaság",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
24094009-2-44,BÉKÁS Kft,1037,Budapest,4638'25,Egyéb élelmiszer nagykereskedelme,,35661729,2309090,BÉKÁS Vagyonkezelő Korlátolt Felelősségű Társaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13786430-2-43,ZENTIVA PHARMA Kft.,1097,Budapest,4646'25,"Gyógyszer, gyógyászati termék nagykereskedelme",info_zentiva_hu@zentiva.com,9732946,2300494,Rutengo Investment Limited,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13630621-2-41,Graphisoft Park Kft.,1031,Budapest,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",,4323986,2285573,Graphisoft Park SE Ingatlanfejlesztő Európai Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
25147784-2-44,MVM Services Zrt.,1031,Budapest,6920'25,"Számviteli, könyvvizsgálói, adószakértői tevékenység",titkarsagmvmservices@mvm.hu,30236611,2281653,MVM Energetika Zártkörűen Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12943580-2-43,METRANS Danubia Kft.,1211,Budapest,4920'25,Vasúti áruszállítás,metrans@metrans.sk,8244492,2272844,"METRANS /Danubia/, a.s.",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
14651245-2-44,MATUSZ-VAD Zrt.,1103,Budapest,4632'25,"Hús, húskészítmény, hal, halkészítmény nagykereskedelme",penzugy@matusz-vad.hu,46112015,2261848,Matusz Vagyonkezelő Korlátolt Felelősségű Társaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12508574-2-41,Parfümerie Douglas Kft.,1052,Budapest,4775'25,"Illatszer, kozmetikai cikk, tisztálkodószer kiskereskedelme",A.Borsos@douglasbeauty.hu,19297157,2251548,Parfümerie Douglas International GmbH,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
24924243-2-43,EPDB Nyomtatási Központ Zrt.,1117,Budapest,1812'25,Nyomás (kivéve: napilap),dbrt@dbrt.hu,9140214,2247349,Magyar Posta Vagyonkezelő Zártkörűen Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10894332-2-41,MAHART-PassNave Kft.,1056,Budapest,5030'25,Belvízi személyszállítás,ugyvezeto@mahartpassnave.hu,5390767,2237788,"Magyar Állam,Viking Hungary Korlátolt Felelősségű Társaság",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
23461918-2-43,FEZOSZA-Hungary Kft.,1213,Budapest,4100'25,Lakó- és nem lakóépület építése,fezosza@gmail.com,6885796,2233320,Balázs-Fülöp Zoltán,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
14130179-2-44,MÁV Szolgáltató Központ Zrt,1134,Budapest,6310'25,"Számítástechnikai infrastruktúra, adatfeldolgozás, tárhelyszolgáltatás és kapcsolódó szolgáltatások",info@mav-szk.hu,71254268,2227490,"MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság,MÁV Személyszállítási Zártkörűen Működő Részvénytársaság,MÁV-HÉV Helyiérdekű Vasút Zártkörűen Működő Részvénytársaság,VOLÁNBUSZ Közlekedési zártkörűen működő Részvénytársaság,MÁV Személyszállítási Zártkörűen Működő Részvénytársaság,MÁV-HÉV Helyiérdekű Vasút Zártkörűen Működő Részvénytársaság,VOLÁNBUSZ Közlekedési zártkörűen működő Részvénytársaság",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13783152-2-44,Roche Szolgáltató (Európa) Kft.,1133,Budapest,7020'25,"Üzletviteli, egyéb üzletvezetési tanácsadás",budapest.admin.ba1@roche.com,43591991,2226603,F.Hoffmann-La Roche AG,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10612798-2-44,ABB Kft.,1139,Budapest,4664'25,"Egyéb gép, berendezés nagykereskedelme",anita.gyoni-maksa@hu.abb.com,53772283,1592807,ABB ASEA BROWN BOVERI LTD.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12910731-2-44,Fressnapf-Hungária Kft.,1095,Budapest,4776'25,"Virág, növény, műtrágya, hobbiállat, hobbiállat-eledel kiskereskedelme",info@fressnapf.hu,40111048,2216154,Fressnapf Beteiligungs GmbH,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
23397354-4-44,ERSTE Lakástakarék Zrt.,1138,Budapest,6419'25,Egyéb monetáris közvetítés,info@ersteltp.hu,6218000,2205000,ERSTE BANK HUNGARY Zártkörűen Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
11699367-4-41,O&GD Central Kft.,1024,Budapest,0910'25,"Kőolaj-, földgázkitermelési szolgáltatás",info@shpbv.eu,21466571,2180038,EMOV EUROPE B.V.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12751222-2-41,LAXFORD Kft.,1037,Budapest,6421'25,Vagyonkezelés (holding),otterbein@mail.vivara.hu,2659246,2178030,Josef Günther,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
32028256-2-42,M1 Med Beauty Hungary Kft.,1061,Budapest,8622'25,Szakorvosi járóbeteg-ellátás,a.strauss@m1-beauty.de,6510534,2174652,M1 Kliniken Aktiengesellschaft,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12819630-2-41,MFB-Ingatlanfejlesztő Zrt,1027,Budapest,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",info@mfbingatlan.hu,5177111,2165357,Magyar Fejlesztési Bank Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12072167-2-44,Corteva Agriscience Hungary Zrt.,1112,Budapest,0161'25,Növénytermesztési szolgáltatás,peter.boronkai-kovacs@corteva.com,23039990,2133185,Corteva Agriscience Netherlands B.V.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
24151667-2-44,Nemzeti Mobilfizetési Zrt.,1027,Budapest,7499'25,"M.n.s. egyéb szakmai, tudományos, műszaki tevékenység",info@nemzetimobilfizetes.hu,86972934,2122519,Magyar Állam,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
32431050-2-43,Sunny Horizons Hungary Kft.,1116,Budapest,6812'25,Ingatlanfejlesztés,istvan.fiak@fiaklaw.hu,5292995,2121180,Sunny Horizons Limited,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
23491946-2-43,CASTRUM PRO Kft.,1095,Budapest,8009'25,M.n.s. biztonsági tevékenység,info@castrumpro.hu,5732251,2119227,"CASTRUM HOLDING Szolgáltató és Vagyonkezelő Korlátolt Felelősségű Társaság,Leipold Zoltán,Szabó Tibor",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
25803910-2-42,MGM TRADE HUNGARY Kft.,1082,Budapest,4636'25,"Cukor, édesség nagykereskedelme",mgmtradehun@gmail.com,14053855,2104436,"Majoros Margit,Marsai Gábor,Marsai Máté",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10756506-2-43,Kallos Cosmetics Kft.,1095,Budapest,2042'25,Testápolási cikk gyártása,zsolt.kovacs@kalloscapital.hu,8584252,2087022,"Kallos Holding Korlátolt Felelősségű Társaság,JIN Kereskedelmi Kft.",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
26190905-2-42,Revay Dental Clinic Zrt.,1065,Budapest,8623'25,Fogorvosi ellátás,peter.lukacs.dr@hclinics.hu,4167377,2079638,"Helvetic Clinics S.A.,Lukács László,Lukács Péter Zoltán",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13953094-2-44,VSSB Zrt.,1087,Budapest,6920'25,"Számviteli, könyvvizsgálói, adószakértői tevékenység",facilities.vssb@vodafone.com,30078368,2059875,Vodafone Shared Operations Limited,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
25997376-2-41,Pepco Ingatlan Kft.,1138,Budapest,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",info@pepco.hu,6483086,2057649,"Konopacka Holdings B.V.,Rawska Holdings B.V.",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
25771859-2-44,TV2 Zrt.,1145,Budapest,6020'25,"Televízióműsor összeállítása, szolgáltatása, videótartalom-terjesztés",info@tv2.hu,56282312,2055542,"Magyar Broadcasting Co. Zártkörűen Működő Részvénytársaság,BusinessHelp Szervező, Tervező és Tanácsadó Korlátolt Felelősségű Társaság,IKO Holding Korlátolt Felelősségű Társaság",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13556989-4-44,Pallér Csarnok Kft.,1007,Budapest,4100'25,Lakó- és nem lakóépület építése,info@pallercsarnok.hu,29449624,2052118,"Vadász Róbert,Koleszár Gergely Nándor",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12184756-4-44,MITRA Informatikai Zrt.,1138,Budapest,6310'25,"Számítástechnikai infrastruktúra, adatfeldolgozás, tárhelyszolgáltatás és kapcsolódó szolgáltatások",info@mitra.hu,20216256,1924937,MBH Bank Nyilvánosan Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10759028-2-43,Budapesti Nagybani Piac Zrt.,1239,Budapest,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",titkarsag@nagybani.hu,4931736,2042229,"Budapest Főváros Önkormányzata,IOLO OWEN Ingatlanfejlesztő és Beruházó Korlátolt Felelősségű Társaság,Kockázati Portfolio Vagyonkezelő Kft.,Rubicon 45 Ingatlanforgalmazó Korlátolt Felelősségű Társaság,Piac Invest Ingatlanforgalmazó Korlátolt Felelősségű Társaság,Egyéb részvényes (Budapesti Nagybani Piac Zrt.)",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12045266-4-41,Lexholding ZRt.,1027,Budapest,6421'25,Vagyonkezelés (holding),kabinet@lexholding.hu,3330008,2039987,"XLEK Családi Vagyonkezelő Alapítvány,Egyéb részvényes (Lexholding ZRt.)",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12921092-2-42,Kontúr Csoport Kft.,1146,Budapest,7112'25,"Mérnöki tevékenység, műszaki tanácsadás",iroda@konturcsoport.hu,14607226,2027614,Végh Gábor,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
27271472-2-41,Tibor Healthcare Kft.,1033,Budapest,4646'25,"Gyógyszer, gyógyászati termék nagykereskedelme",Tiborhealthcare.hu@gmail.com,7188124,2023836,"INFOTECH GROUP LTD.,Daniel Noel Le Mare",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10204580-2-41,URSA Salgótarján Zrt.,1037,Budapest,4690'25,Vegyes termékkörű nagykereskedelem,magdolna.gyongyosine@ursa.com,6580603,2022826,"Uralita Holding B.V.,Ursa Slovenija d.o.o.",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
27395505-2-42,GAL SynergyTech Zrt.,1076,Budapest,1089'25,M.n.s. egyéb élelmiszer gyártása,info@gal.hu,5415926,2022467,"Szabó Gál Bence,Szabóné Fekete Éva,Szabó Panna Dorottya,Szabó Gál Bence",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10803385-2-41,Minimax Hungária Kft.,1138,Budapest,7112'25,"Mérnöki tevékenység, műszaki tanácsadás",office@minimax.co.hu,6573197,2021768,"Minimax International GmbH,Fire Protection Equipment GmbH",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
14904134-2-44,Colas Út Zrt.,1113,Budapest,4211'25,"Út, autópálya építése",ut@colas.hu,73158369,2020649,Colas Magyarország Építőipari Zártkörűen Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10885633-2-44,L'OREAL Magyarország Kft.,1034,Budapest,4645'25,"Illatszer, kozmetikai cikk nagykereskedelme",,42258373,2017955,L'OREAL SA,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
23154416-2-42,TRIUM-ITECH Zrt.,1149,Budapest,6290'25,Egyéb információtechnológiai szolgáltatás,info@trium-itech.hu,1173511,2013283,"Brindzáné Pintér Csillag,Pintér Hajnalka,Pappné Pintér Ildikó",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
24787150-4-42,Gaijin Distribution Kft.,1146,Budapest,7740'25,"Immateriális javak kölcsönzése, kivéve a szerzői jogdíjban részesülő javakat",rozsa.juci@gmail.com,17402484,2004935,Gaijin Entertainment Holdings Ltd.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10857968-2-42,Marsh Kft.,1082,Budapest,6622'25,"Biztosítási ügynöki, brókeri tevékenység",marsh.hungary@marsh.com,5234950,2000783,Marsh McLennan Regional Holdings Limited,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
22920872-2-41,PRIZMA FM Zrt.,1134,Budapest,6421'25,Vagyonkezelés (holding),info@prizma.hu,1018309,1997811,"Egyéb részvényes (PRIZMA FM Zrt.),Laczikó Péter,Szabó Attila István,Boros Attila",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
18066328-2-42,Könyvtárellátó Nonprofit Kft.,1143,Budapest,4761'25,Könyv-kiskereskedelem,titkarsag@kello.hu,1852907,1992611,Magyar Állam,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
11949947-2-42,Tárna-Invest Kft.,1106,Budapest,6811'25,Saját tulajdonú ingatlan adásvétele,vmari@vimpex.hu,3034595,1988821,"Vu Quy Duongné,Vu Quy Duong",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
24134291-2-41,O.F.SZ. Zrt.,1026,Budapest,6499'25,M.n.s. egyéb pénzügyi közvetítés,info@ofsz.hu,7576939,1982546,A.P.R.M. Vagyonkezelő Korlátolt Felelősségű Társaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12037984-2-41,FŐBER Zrt.,1138,Budapest,7112'25,"Mérnöki tevékenység, műszaki tanácsadás",titkarsag@fober.hu,5277798,1979969,"F&K MÉRNÖK Tanácsadó, Szolgáltató Korlátolt Felelősségű Társaság,ÚTADÓ Mérnöki és Gazdasági Szolgáltató-Tanácsadó Korlátolt Felelősségű Társaság",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12667093-2-44,DVM Group Kft.,1052,Budapest,4100'25,Lakó- és nem lakóépület építése,cegkapu@dvmgroup.com,41111426,1974510,"Masti Establishment,BeReal Korlátolt Felelősségű Társaság,Vend 4 Korlátolt Felelősségű Társaság,Haberl Péter,Czár Balázs András,Kovács Virág",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12883974-2-42,SzimplaCity Kft.,1073,Budapest,5611'25,Éttermi vendéglátás,,4656675,1972244,"Gauder Márk Márton,Nagy Attila,Zsendovits Ábel Krisztián,Nagy Attila,Dr. Bacher-Takács Tímea,Rajkai László,Monory-Mész Brigitta,Zsendovits Ábel Krisztián,Kiss Attila Gábor",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10478464-2-41,ASA Épitőipari Kft,1036,Budapest,4100'25,Lakó- és nem lakóépület építése,info@asa.hu,18110614,1964930,Consolis Oy Ab,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12543496-2-43,CHEP Magyarország Kft.,1113,Budapest,7739'25,"M.n.s. egyéb gép, tárgyi eszköz kölcsönzése",kalman.szabo@chep.com,14206709,1953896,"CHEP UK Limited,Cyan Logistics Limited",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12961555-4-43,STRABAG Építő Kft.,1117,Budapest,4100'25,Lakó- és nem lakóépület építése,,24510114,1922202,"STRABAG BRVZ Korlátolt Felelősségű Társaság,STR Holding MML Korlátolt Felelősségű Társaság",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
25422359-2-42,metALCOM Zrt.,1107,Budapest,3320'25,"Ipari gép, berendezés üzembe helyezése",metalcom@metalcomzrt.eu,15606712,1912347,"BAM Investor Befektetéskezelő és Kereskedelmi Korlátolt Felelősségű Társaság,DGM Capital Partners Befektetési és Innovációs Korlátolt Felelősségű Társaság,AGADEM Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,Thel Investments Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,metALCOM Távközlési és Rendszerintegrációs Zártkörűen Működő Részvénytársaság,Bozó Zoltán,Roóz Csaba Lajos,Lángi Zoltán,Mendelényi Dániel",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10311260-2-44,MÜ-GU-Kft.,1239,Budapest,3821'25,Hulladékanyag-hasznosítás,mugu@mgg-mugu.com,29701033,1912212,Müller-Guttenbrunn G.m.b.H.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10891669-2-41,Kőházy-Tradíció Kft.,1133,Budapest,4752'25,"Vasáru-, építőanyag-, festék-, üveg-kiskereskedelem",e.kohazy@kohazy.hu,4843480,1908166,Szúnyogfolyó Vagyonkezelő Korlátolt Felelősségű Társaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10646036-2-44,HELIT KFT,1117,Budapest,4638'25,Egyéb élelmiszer nagykereskedelme,helit@helit.hu,30888943,1906852,"KEDVENC-JM Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,Helit Property Korlátolt Felelősségű Társaság,ZOORLE Korlátolt Felelősségű Társaság,GREMBEST Korlátolt Felelősségű Társaság,CZ Bambini Kereskedelmi Korlátolt Felelősségű Társaság,Kedvenc Trust Korlátolt Felelősségű Társaság,Gödry Zoltán Máté",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13061098-4-41,Greenergy-Power Kft.,1138,Budapest,3511'25,Villamosenergia-termelés nem megújuló forrásból,,13637509,1904491,Greenergy Holding Vagyonkezelő Zártkörűen Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
25832387-2-43,Prologis Hungary THIRTY SEVEN Kft.,1095,Budapest,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",,7689646,1898896,Prologis Superholding II B.V.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10409723-2-44,BAUER Magyarország Kft.,1095,Budapest,4399'25,M.n.s. egyéb speciális szaképítés,office@bauerhungary.hu,143326716,1897398,BAUER Spezialtiefbau GmbH,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
22769031-2-43,ADALFA Alapkezelő Zrt.,1123,Budapest,6630'25,Alapkezelés,info@adalfa.hu,2197038,1875881,"Tündérszikla Vagyonkezelő Zártkörűen Működő Részvénytársaság,VM és VM Zártkörűen Működő Részvénytársaság,Paestum Management Zártkörűen Működő Részvénytársaság",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
27452826-2-42,Bernecker Építőipari- Fővállalkozó Zrt.,1143,Budapest,4100'25,Lakó- és nem lakóépület építése,bernecker@bernecker.hu,13863847,1872639,"SGI Hungary Korlátolt Felelősségű Társaság,Bakonyi Attila Gábor,Bakonyi Attila Gábor",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13559212-2-43,Saubermacher-Magyarország Kft.,1181,Budapest,3811'25,Nem veszélyes hulladék gyűjtése,saubermacher@saubermacher.hu,15704930,1860317,Saubermacher Dienstleistungs-Aktiengesellschaft,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10950676-4-43,Duna NRG Zrt.,1239,Budapest,2511'25,Fémszerkezet gyártása,info@dunanrg.hu,5577748,1858939,"Duna Aszfalt Út és Mélyépítő Zártkörűen Működő Részvénytársaság,Szíjj László",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13090403-2-43,BCS BUSINESS CONSULTING SERVICES Kft.,1118,Budapest,7020'25,"Üzletviteli, egyéb üzletvezetési tanácsadás",bcs@bcsconsult.hu,10135712,1853378,"Alphaville Consulting Korlátolt Felelősségű Társaság,Komáromi Gábor",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10775682-2-41,Honeywell Kft.,1139,Budapest,4664'25,"Egyéb gép, berendezés nagykereskedelme",,16762042,1848489,Honeywell Gesellschaft mit beschraenkter Haftung,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13835400-2-44,Nokia Solutions and Networks Kft.,1083,Budapest,7210'25,"Természettudományi, műszaki kutatás, kísérleti fejlesztés",,47192281,1845771,Nokia Solutions and Networks Oy,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12360480-2-44,Magyar Duty-Free Kft.,1185,Budapest,4725'25,Ital-kiskereskedelem,kesz@hdft.hu,32809185,1845006,"Budapest Airport Budapest Liszt Ferenc Nemzetközi Repülőtér Üzemeltető Zártkörűen Működő Részvénytársaság,Gebr. Heinemann SE & Co. KG",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10414741-2-44,DHL Globál Szállítmányozási Kft.,1185,Budapest,5226'25,"Egyéb, szállítást kiegészítő szolgáltatás",zoltan.rezsek@dhl.com,40664170,1828895,Deutsche Post Beteiligungen Holding GmbH,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
27079782-4-41,MBH Szolgáltatások Zrt.,1134,Budapest,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",tihasz@mbhbank.hu,11062140,1827020,MBH Bank Nyilvánosan Működő Részvénytársaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
27059571-2-43,Kultúrpark Zrt.,1095,Budapest,9039'25,"Egyéb alkotó-, előadó-művészetet kiegészítő tevékenység",park@budapestpark.hu,9318449,1825900,"Park Events Korlátolt Felelősségű Társaság,DELANO SYSTEMS Informatikai Szolgáltató Korlátolt Felelősségű Társaság,Pálffy András László",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10902800-2-44,Ferrero Magyarország Kft.,1133,Budapest,4636'25,"Cukor, édesség nagykereskedelme",hatosag@sz-k-t.hu,62950991,1820227,"Ferrero Middle and Eastern Europe GmbH,Ferrero Nahrungs-und Genussmittel GmbH",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
26133409-2-41,Media Moment Kft.,1016,Budapest,6010'25,"Rádióműsor-szolgáltatás, audiotartalom-terjesztés",iroda@mediatime.hu,5507715,1816805,Deák Gábor,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13040714-2-41,Multifaktoring ZRt.,1027,Budapest,6492'25,Egyéb hitelnyújtás,,2635105,1814518,Cross Border Management Holding GmbH,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
